"AX","M","Z","E","J","Thalf","Eγ.keV.","λ","TF","Key"
"192PB",192,82,2581.1,"(10)+","166(6) ns","19.0?
60.8(4)
66.9(4)
277.3(6)","(E2)
E1
E2",TRUE,"2581.1;(10)+;166(6) ns"
"192PB",192,82,2624,"(12+)","1.09(4) μs","44.0(10)","(E2)",TRUE,"2624;(12+);1.09(4) μs"
"192PB",192,82,2743.5,"(11)","0.756(14) μs","120.6
162.5(3)
229
439.7(3)","E1

(E3)",TRUE,"2743.5;(11);0.756(14) μs"
"192BI",192,83,147,"(10)","39.6(4) s",NA,NA,TRUE,"147;(10);39.6(4) s"
"192PO",192,84,2294.6,"(11)","0.58(10) μs","154?","E1",TRUE,"2294.6;(11);0.58(10) μs"
"193OS",193,76,315.9,"(9/2)","110(28) ns","242.7(3)",NA,TRUE,"315.9;(9/2);110(28) ns"
"193IR",193,77,80.239,"11/2","10.53(4) d","80.234(7)","M4",TRUE,"80.239;11/2;10.53(4) d"
"193IR",193,77,2277.4,"31/2+","124.8(21) μs","226.7(5)
334.5(5)
385.0(5)","M2
(E3)",TRUE,"2277.4;31/2+;124.8(21) μs"
"193PT",193,78,149.78,"13/2+","4.33(3) d","135.50(3)","M4",TRUE,"149.78;13/2+;4.33(3) d"
"193AU",193,79,290.19,"11/2","3.9(3) s","32.21(2)
289.8","E3",TRUE,"290.19;11/2;3.9(3) s"
"193AU",193,79,1946.9,"(21/2)+","10.4(8) ns","527.9(3)
1249.3(3)","E1
(E3)",TRUE,"1946.9;(21/2)+;10.4(8) ns"
"193AU",193,79,2486.5,"(31/2+)","150(50) ns","161.8(3)","(E2)",TRUE,"2486.5;(31/2+);150(50) ns"
"193HG",193,80,140.76,"13/2(+)","11.8(2) h","101.25(4)","M4",TRUE,"140.76;13/2(+);11.8(2) h"
"193TL",193,81,373,"(9/2)","2.11(15) min",NA,NA,TRUE,"373;(9/2);2.11(15) min"
"193BI",193,83,308,"(1/2+)","3.2(5) s",NA,NA,TRUE,"308;(1/2+);3.2(5) s"
"193BI",193,83,605.5,"(13/2+)","153(10) ns","605.0(5)",NA,TRUE,"605.5;(13/2+);153(10) ns"
"193PO",193,84,95,"(13/2+)","245(22) ms",NA,NA,TRUE,"95;(13/2+);245(22) ms"
"193AT",193,85,5,"(7/2)","21(5) ms",NA,NA,TRUE,"5;(7/2);21(5) ms"
"193AT",193,85,39,"(13/2+)","27(+4-3) ms",NA,NA,TRUE,"39;(13/2+);27(+4-3) ms"
"194RE",194,75,285,"(11)","25(8) s @",NA,NA,TRUE,"285;(11);25(8) s @"
"194RE",194,75,833,NA,"100(10) s @",NA,NA,TRUE,"833;NA;100(10) s @"
"194IR",194,77,147.072,"4+","31.85(24) ms","34.829(10)
62.793(3)","M2
M2",TRUE,"147.072;4+;31.85(24) ms"
"194AU",194,79,107.4,"5+","600(8) ms","26.9(5)","(M2)",TRUE,"107.4;5+;600(8) ms"
"194TL",194,81,260,"7+","32.8(2) min",NA,NA,TRUE,"260;7+;32.8(2) min"
"194PB",194,82,2407.1,"(9)","17(3) ns","166.1(2)","E2",TRUE,"2407.1;(9);17(3) ns"
"194PB",194,82,2437.4,"(8)+","17(4) ns","196.2(2)
302.5(2)","(E1)
E2",TRUE,"2437.4;(8)+;17(4) ns"
"194PB",194,82,2580.8,"(10)+","17.2(5) ns","55?
173.7(2)","E1",TRUE,"2580.8;(10)+;17.2(5) ns"
"194PB",194,82,2628.1,"12+","370(13) ns","47.0(3)",NA,TRUE,"2628.1;12+;370(13) ns"
"194PB",194,82,2933,"11","133(7) ns","305.0(1)
352.2(1)
496(1)
526(1)","E1
E1
(E3)",TRUE,"2933;11;133(7) ns"
"194BI",194,83,184,"(10)","115(4) s",NA,NA,TRUE,"184;(10);115(4) s"
"195OS",195,76,454,NA,"> 9 min @",NA,NA,TRUE,"454;NA;> 9 min @"
"195IR",195,77,100,"11/2","3.67(8) h","100 (5)?","(M4)",TRUE,"100;11/2;3.67(8) h"
"195IR",195,77,2354,"(27/2+)","4.4(6) μs","268.4(5)",NA,TRUE,"2354;(27/2+);4.4(6) μs"
"195PT",195,78,259.077,"13/2+","4.010(5) d","19.8?
129.5(2)","M4",TRUE,"259.077;13/2+;4.010(5) d"
"195AU",195,79,318.58,"11/2","30.5(2) s","56.80(3)
318.60(10)","E3
M4",TRUE,"318.58;11/2;30.5(2) s"
"195AU",195,79,2418.2,"(29/2+)","~ 69 ns","177.7(1)
291.9(5)
438.1(5)","M1",TRUE,"2418.2;(29/2+);~ 69 ns"
"195AU",195,79,2460.84,"29/2+","16(+84) μs","43.1(1)
221.0(5)
481.4(1)","E2",TRUE,"2460.84;29/2+;16(+84) μs"
"195HG",195,80,176.07,"13/2+","41.6(8) h","122.78(3)","M4",TRUE,"176.07;13/2+;41.6(8) h"
"195TL",195,81,482.63,"9/2","3.6(4) s","98.97(12)","E3",TRUE,"482.63;9/2;3.6(4) s"
"195PB",195,82,202.9,"13/2+","15.0(12) min",NA,NA,TRUE,"202.9;13/2+;15.0(12) min"
"195PB",195,82,1759,"21/2","10.0(7) μs","5.1?
586.5(2)","E3(+M2)",TRUE,"1759;21/2;10.0(7) μs"
"195PB",195,82,2901.7,"33/2+","95(20) ns","86.8(3)","E2",TRUE,"2901.7;33/2+;95(20) ns"
"195BI",195,83,401,"(1/2+)","87(1) s",NA,NA,TRUE,"401;(1/2+);87(1) s"
"195BI",195,83,886.7,"13/2+","32(2) ns","886.7(1)","M2",TRUE,"886.7;13/2+;32(2) ns"
"195BI",195,83,2194.3,"23/2+","80(10) ns","150.7(2)","E2",TRUE,"2194.3;23/2+;80(10) ns"
"195BI",195,83,2395.5,"(29/2)","750(50) ns","86.3(2)","E2",TRUE,"2395.5;(29/2);750(50) ns"
"195AT",195,85,33,"(7/2","143(3) ms","33?",NA,TRUE,"33;(7/2;143(3) ms"
"196IR",196,77,410,"(10,
11)","1.40(2) h",NA,NA,TRUE,"410;(10,
11);1.40(2) h"
"196AU",196,79,84.656,"5+","8.1(2) s","84.66(2)","E3",TRUE,"84.656;5+;8.1(2) s"
"196AU",196,79,595.66,"12","9.6(1) h","174.91(2)","M4",TRUE,"595.66;12;9.6(1) h"
"196TL",196,81,394.2,"(7+)","1.41(2) h","120.1(3)","M4",TRUE,"394.2;(7+);1.41(2) h"
"196TL",196,81,738.1,"(8)","21.3(5) ns","343.9(3)","E1+M2",TRUE,"738.1;(8);21.3(5) ns"
"196PB",196,82,1797.51,"5","140(14) ns","59.23(9)
748.4(3)","E1
E3",TRUE,"1797.51;5;140(14) ns"
"196PB",196,82,2307.84,"9","52(5) ns","138.41(7)","E2",TRUE,"2307.84;9;52(5) ns"
"196PB",196,82,2621.9,"(8+)","50(15) ns","198.0(5)",NA,TRUE,"2621.9;(8+);50(15) ns"
"196PB",196,82,2694.6,"12+","270(4) ns","47.7(5)","(E2)",TRUE,"2694.6;12+;270(4) ns"
"196PB",196,82,3192.67,"11","72(4) ns","497.8(2)
547.8(2)
562
884","E1
E1
E3
E2",TRUE,"3192.67;11;72(4) ns"
"196BI",196,83,169,"(7+)","0.6(5) s","11(4)",NA,TRUE,"169;(7+);0.6(5) s"
"196BI",196,83,271,"(10)","240(3) s","102.0(20)","(E3)",TRUE,"271;(10);240(3) s"
"196PO",196,84,2493.9,"11","856(17) ns","198
552","E3",TRUE,"2493.9;11;856(17) ns"
"196AT",196,85,157.9,"(5+)","11(2) μs","157.9(1)","E2",TRUE,"157.9;(5+);11(2) μs"
"197AT",197,85,52,"(1/2+)","2.0(2) s",NA,NA,TRUE,"52;(1/2+);2.0(2) s"
"197AT",197,85,310.7,"13/2+","1.3(2) μs","310.7(2)","M2",TRUE,"310.7;13/2+;1.3(2) μs"
"197RN",197,86,194,"(13/2+)","25(+32) ms",NA,NA,TRUE,"194;(13/2+);25(+32) ms"
"198PT",198,78,3017,"(12)","36(2) ns","104?
337",NA,TRUE,"3017;(12);36(2) ns"
"198AU",198,79,312.22,"5+","124(4) ns","97.249(2)","E1",TRUE,"312.22;5+;124(4) ns"
"198AU",198,79,811.7,"(12)","2.272(16) d","115.2(15)","(M4)",TRUE,"811.7;(12);2.272(16) d"
"198TL",198,81,543.6,"7+","1.87(3) h","260.9(3)","M4",TRUE,"543.6;7+;1.87(3) h"
"198TL",198,81,687.2,"(5+)","150(40) ns","13?",NA,TRUE,"687.2;(5+);150(40) ns"
"198TL",198,81,742.4,"(10)","32.1(10) ms","198.8(2)","(E3)",TRUE,"742.4;(10);32.1(10) ms"
"198TL",198,81,934.2,"(8)","12.3(3) ns","390.6(2)","E1+M2",TRUE,"934.2;(8);12.3(3) ns"
"198PB",198,82,1823.5,"(5)","50.4(5) ns","197.6(2)
760","E1",TRUE,"1823.5;(5);50.4(5) ns"
"198PB",198,82,2141.4,"(7)","4.19(10) μs","317.9(2)","E2",TRUE,"2141.4;(7);4.19(10) μs"
"198PB",198,82,2231.4,"(9)","137(10) ns","90.0(2)","E2",TRUE,"2231.4;(9);137(10) ns"
"198PB",198,82,2820.5,"(12)+","212(4) ns","48.2(5)","E2",TRUE,"2820.5;(12)+;212(4) ns"
"198BI",198,83,280,"(7+)","11.6(3) min",NA,NA,TRUE,"280;(7+);11.6(3) min"
"198BI",198,83,530,"(10)","7.7(5) s","248.5(5)","(E3)",TRUE,"530;(10);7.7(5) s"
"198PO",198,84,1853.63,"8+","29(2) ns","136.1(2)","E2",TRUE,"1853.63;8+;29(2) ns"
"198PO",198,84,2565.92,"11","200(20) ns","241.2(2)
712.3(1)","E2
E3",TRUE,"2565.92;11;200(20) ns"
"198AT",198,85,287,"(10)","1.21(7) s",NA,NA,TRUE,"287;(10);1.21(7) s"
"199PT",199,78,424,"(13/2)+","13.6(4) s","391.93(14)","E3",TRUE,"424;(13/2)+;13.6(4) s"
"199HG",199,80,532.48,"13/2+","42.67(9) min","118.6?
374.1(1)","M4+E5",TRUE,"532.48;13/2+;42.67(9) min"
"199TL",199,81,748.87,"9/2","28.4(2) ms","29(2)
381.98(5)","E3",TRUE,"748.87;9/2;28.4(2) ms"
"199BI",199,83,667,"(1/2+)","24.70(15) min","667?",NA,TRUE,"667;(1/2+);24.70(15) min"
"199BI",199,83,1647.5,"17/2+","34.1(24) ns","145.70(20)
251.13(25)","E1
(E2)",TRUE,"1647.5;17/2+;34.1(24) ns"
"199PO",199,84,310,"(13/2+)","4.17(5) min","238","M4",TRUE,"310;(13/2+);4.17(5) min"
"199AT",199,85,244,"1/2+","273(9) ms","103(2)","(E3)",TRUE,"244;1/2+;273(9) ms"
"199AT",199,85,572.9,"13/2+","70(20) ns","572.9(1)","M2",TRUE,"572.9;13/2+;70(20) ns"
"199AT",199,85,2293.4,"(29/2+)","0.80(5) μs","162.9(2)","E2",TRUE,"2293.4;(29/2+);0.80(5) μs"
"200AU",200,79,962,"12","18.7(5) h",NA,NA,TRUE,"962;12;18.7(5) h"
"200TL",200,81,753.6,"7+","34.0(9) ms","212.7(2)","E3",TRUE,"753.6;7+;34.0(9) ms"
"200TL",200,81,762,"5+","0.33(5) μs","221.1(2)","E1",TRUE,"762;5+;0.33(5) μs"
"200PB",200,82,2153.8,"7","45.1(7) ns","245.15(13)","E2",TRUE,"2153.8;7;45.1(7) ns"
"200PB",200,82,2183.3,"(9)","448(12) ns","29.5(10)",NA,TRUE,"2183.3;(9);448(12) ns"
"200PB",200,82,3005.8,"(12+)","199(3) ns","45.5(5)",NA,TRUE,"3005.8;(12+);199(3) ns"
"200PB",200,82,5075.9,"(19)","72(3) ns","67.7(8)","E2",TRUE,"5075.9;(19);72(3) ns"
"200PB",200,82,6948.3,"(25)","58(4) ns","148.3(5)","(E2)",TRUE,"6948.3;(25);58(4) ns"
"200BI",200,83,428.2,"(10)","0.40(5) s","428.2(1)","(E3)",TRUE,"428.2;(10);0.40(5) s"
"200PO",200,84,1773.6,"8+","61(3) ns","12.3(4)?",NA,TRUE,"1773.6;8+;61(3) ns"
"200PO",200,84,2596.1,"11","100(10) ns","334.8(1)
822.5(1)","E2
E3",TRUE,"2596.1;11;100(10) ns"
"200AT",200,85,112,"(7+)","47(1) s",NA,NA,TRUE,"112;(7+);47(1) s"
"200AT",200,85,344,"(10)","7.3(+2615) s","230.9(2)","E3",TRUE,"344;(10);7.3(+2615) s"
"201AU",201,79,594,"11/2","0.34(+90−29) ms","41(6)",NA,TRUE,"594;11/2;0.34(+90−29) ms"
"201HG",201,80,1.5648,"1/2","81(5) ns","1.5648(10)","M1+E2",TRUE,"1.5648;1/2;81(5) ns"
"201HG",201,80,766.22,"13/2+","94(2) μs","218.9(1)","M2(+E3)",TRUE,"766.22;13/2+;94(2) μs"
"201TL",201,81,919.16,"9/2","2.01(7) ms","588.0(2)","(E3)",TRUE,"919.16;9/2;2.01(7) ms"
"201TL",201,81,2747,"(33/2)","0.095(+3921) μs",NA,NA,TRUE,"2747;(33/2);0.095(+3921) μs"
"201PB",201,82,629.1,"13/2+","60.8(18) s","629.1(5)","M4",TRUE,"629.1;13/2+;60.8(18) s"
"201PB",201,82,2719.6,"25/2","63(3) ns","222.4(5)","E2",TRUE,"2719.6;25/2;63(3) ns"
"201BI",201,83,846.35,"1/2+","57.5(21) min","846.3(3)","M4(+E5)",TRUE,"846.35;1/2+;57.5(21) min"
"201PO",201,84,424.1,"13/2+","8.96(12) min","417.8(2)","M4",TRUE,"424.1;13/2+;8.96(12) min"
"201AT",201,85,459.2,"1/2+","45(3) ms","269.1(1)","E3",TRUE,"459.2;1/2+;45(3) ms"
"201AT",201,85,749,"(13/2+)","15.9(14) ns","114.1
749.0(3)","(M2)",TRUE,"749;(13/2+);15.9(14) ns"
"201AT",201,85,2319,"29/2+","3.39(9) μs","269
339","E2
E3",TRUE,"2319;29/2+;3.39(9) μs"
"201FR",201,87,130,"(1/2+)","8(+12−3) ms",NA,NA,TRUE,"130;(1/2+);8(+12−3) ms"
"202PT",202,78,1788.5,"(7)","141(7) μs","534.9(2)",NA,TRUE,"1788.5;(7);141(7) μs"
"202TL",202,81,950.19,"7+","591(3) μs","459.72(7)","E3",TRUE,"950.19;7+;591(3) μs"
"202PB",202,82,2169.85,"9","3.54(2) h","129.1(2)
547.4(2)
786.99(6)","E4
E5
E5",TRUE,"2169.85;9;3.54(2) h"
"202PB",202,82,2208.44,"7","65.4(2) ns","168.11(4)
825.4(3)","E2
E3",TRUE,"2208.44;7;65.4(2) ns"
"202PB",202,82,3237.7,"12+","24.2(3) ns","46.0(5)
179.7(5)","E1",TRUE,"3237.7;12+;24.2(3) ns"
"202AT",202,85,190,"(7+)","182(2) s",NA,NA,TRUE,"190;(7+);182(2) s"
"202AT",202,85,580,"(10)","0.46(5) s","391.7(2)","E3",TRUE,"580;(10);0.46(5) s"
"202FR",202,87,281,"(10)","0.29(5) s",NA,NA,TRUE,"281;(10);0.29(5) s"
"203AU",203,79,641,"11/2","140(44) μs","78(3)?",NA,TRUE,"641;11/2;140(44) μs"
"203HG",203,80,932.1,"(13/2+)","21.9(10) μs","341.0(5)",NA,TRUE,"932.1;(13/2+);21.9(10) μs"
"203HG",203,80,8281,"(53/2+)","146(30) ns","753.9(5)
887.4(4)
1320.3(2)",NA,TRUE,"8281;(53/2+);146(30) ns"
"203PB",203,82,126.5,"1/2","75(3) ns","126.5(10)","E2",TRUE,"126.5;1/2;75(3) ns"
"203PB",203,82,825.2,"13/2+","6.21(11) s","4.9?
825.2(5)","M4",TRUE,"825.2;13/2+;6.21(11) s"
"203PB",203,82,1922.1,"21/2+","42(3) ns","258.4(1)","E2",TRUE,"1922.1;21/2+;42(3) ns"
"203PB",203,82,2949.2,"29/2","480(7) ms","153.4(2)
1027.0(3)","E3
M4",TRUE,"2949.2;29/2;480(7) ms"
"203BI",203,83,1098.12,"1/2+","305(5) ms","189.5(2)
204.7(5)","E3
E3(+M2)",TRUE,"1098.12;1/2+;305(5) ms"
"203BI",203,83,1990.6,"21/2+","90(7) ns","87.1(2)","E2",TRUE,"1990.6;21/2+;90(7) ns"
"203BI",203,83,2041.5,"25/2+","194(30) ns","50.9(5)","E2",TRUE,"2041.5;25/2+;194(30) ns"
"203BI",203,83,3032.2,"29/2","22.4(9) ns","176.7(2)
301.3(2)","E1
E1",TRUE,"3032.2;29/2;22.4(9) ns"
"203PO",203,84,641.68,"13/2+","45(2) s","2.1?
641.8(2)","M4",TRUE,"641.68;13/2+;45(2) s"
"203PO",203,84,2158.5,NA,"> 200 ns","182.5(5)",NA,TRUE,"2158.5;NA;> 200 ns"
"203PO",203,84,2792.4,"25/2","12(2) ns","290.0(5)
304.3(5)
385.7(5)","(E1)
E1
E1",TRUE,"2792.4;25/2;12(2) ns"
"203RN",203,86,362,"(13/2+)","26.9(5) s",NA,NA,TRUE,"362;(13/2+);26.9(5) s"
"203FR",203,87,356.9,"1/2+","43(4) ms","≈ 20
≈ 195?","(M2)
(E3)",TRUE,"356.9;1/2+;43(4) ms"
"203FR",203,87,426,"13/2+","0.37(5) μs","426(1)","M2",TRUE,"426;13/2+;0.37(5) μs"
"203RA",203,88,260,"(13/2+)","24.2(78) ms",NA,NA,TRUE,"260;(13/2+);24.2(78) ms"
"204PT",204,78,1995,"(5)","5.5(7) μs","1123(1)",NA,TRUE,"1995;(5);5.5(7) μs"
"204TL",204,81,145.89,"(0)","18.7(14) ns","145.88(10)",NA,TRUE,"145.89;(0);18.7(14) ns"
"204TL",204,81,1103.9,"7+","61.7(10) μs","690.1(1)","E3",TRUE,"1103.9;7+;61.7(10) μs"
"204TL",204,81,4391.62,"18+","420(30) ns","754.3(1)
1036.3(1)","(M2)
(E3)",TRUE,"4391.62;18+;420(30) ns"
"204TL",204,81,6239.4,"22","90(3) ns","954.1(3)
1084.8(2)
1542.4(1)","(M2)",TRUE,"6239.4;22;90(3) ns"
"204PB",204,82,1274.13,"4+","265(6) ns","374.76(7)
1274","E2",TRUE,"1274.13;4+;265(6) ns"
"204PB",204,82,2185.88,"9","66.93(10) min","622.2(2)
911.74(15)","E5
E5",TRUE,"2185.88;9;66.93(10) min"
"204PB",204,82,2264.42,"7","0.45(+103) μs","6.26(3)?
78.54(8)
990.4(2)","E2
E3",TRUE,"2264.42;7;0.45(+103) μs"
"204BI",204,83,805.5,"10","13.0(1) ms","752.1(2)","E3",TRUE,"805.5;10;13.0(1) ms"
"204BI",204,83,2833.4,"17+","1.07(3) ms","181.8(2)
918.1(2)","M2
E3",TRUE,"2833.4;17+;1.07(3) ms"
"204PO",204,84,1639.03,"8+","155(3) ns","12.1?",NA,TRUE,"1639.03;8+;155(3) ns"
"204PO",204,84,2227.33,"9","15.6(5) ns","588.30(2)","E1",TRUE,"2227.33;9;15.6(5) ns"
"204PO",204,84,3564.1,"15","11.5(9) ns","124.8(3)","(E2)",TRUE,"3564.1;15;11.5(9) ns"
"204AT",204,85,587.3,"10","108(10) ms","587.3(2)","E3",TRUE,"587.3;10;108(10) ms"
"204RN",204,86,2461.9,"10","33.4(24) ns","242.8(4)","M1",TRUE,"2461.9;10;33.4(24) ns"
"204RN",204,86,3035.3,"12+","14(4) ns","438.0(4)
582.6(2)","E1
E2",TRUE,"3035.3;12+;14(4) ns"
"204FR",204,87,41,"7(+)","2.3(3) s",NA,NA,TRUE,"41;7(+);2.3(3) s"
"204FR",204,87,316,"10()","1.65(15) ms","275","(E3)",TRUE,"316;10();1.65(15) ms"
"205AU",205,79,907,"11/2","6(2) s","907(5)","M4",TRUE,"907;11/2;6(2) s"
"205AU",205,79,2849.7,"19/2+","163(5) ns","34.2?
962.5(5)",NA,TRUE,"2849.7;19/2+;163(5) ns"
"205HG",205,80,1556.4,"13/2+","1.09(4) ms","161.4(2)
210.3(2)","M2
E3",TRUE,"1556.4;13/2+;1.09(4) ms"
"205HG",205,80,3315.8,"(23/2)","5.89(18) μs","722.6(5)
950.2(5)",NA,TRUE,"3315.8;(23/2);5.89(18) μs"
"205TL",205,81,3290.6,"25/2+","2.6(2) μs","739.16(10)","E3",TRUE,"3290.6;25/2+;2.6(2) μs"
"205TL",205,81,4835.6,"(35/2","235(10) ns","1217",NA,TRUE,"4835.6;(35/2;235(10) ns"
"205PB",205,82,2.329,"1/2","24.2(4) μs","2.328(7)","E2",TRUE,"2.329;1/2;24.2(4) μs"
"205PB",205,82,1013.85,"13/2+","5.55(2) ms","26.220(11)
310.35(5)
1013.8(1)","M2
E3
M4",TRUE,"1013.85;13/2+;5.55(2) ms"
"205PB",205,82,5161.7,"33/2+","63(3) ns","97.1(5)
1251.7(5)
1535.6(5)","E2",TRUE,"5161.7;33/2+;63(3) ns"
"205BI",205,83,1497.17,"1/2+","7.9(7) μs","10.6?
24.9(2)
495.9(2)
624.8(1)","(E1)
M2",TRUE,"1497.17;1/2+;7.9(7) μs"
"205BI",205,83,2064.7,"21/2+","100(6) ns","23.8(5)
720.5(5)","M2",TRUE,"2064.7;21/2+;100(6) ns"
"205BI",205,83,2139,"25/2+","220(25) ns","74.3(5)","E2",TRUE,"2139;25/2+;220(25) ns"
"205PO",205,84,143.166,"1/2","310(60) ns","143.166(17)","E2",TRUE,"143.166;1/2;310(60) ns"
"205PO",205,84,880.31,"13/2+","0.645(20) ms","161.30(17)","M2",TRUE,"880.31;13/2+;0.645(20) ms"
"205PO",205,84,1461.21,"19/2","57.4(9) ms","580.9(2)","E3",TRUE,"1461.21;19/2;57.4(9) ms"
"205PO",205,84,3087.2,"29/2","115(10) ns","106.5(2)
260.3(2)
374.8(2)","E1",TRUE,"3087.2;29/2;115(10) ns"
"205AT",205,85,2062.62,"25/2+","66.6(19) ns","8.5(5)?
126.7(1)","E1",TRUE,"2062.62;25/2+;66.6(19) ns"
"205AT",205,85,2339.65,"29/2+","7.76(14) μs","277.1(1)
403.6(1)","E2
E3",TRUE,"2339.65;29/2+;7.76(14) μs"
"205FR",205,87,544,"13/2+","80(20) ns","544(1)","(M2)",TRUE,"544;13/2+;80(20) ns"
"205FR",205,87,609,"1/2+","1.15(4) ms","165(5)?",NA,TRUE,"609;1/2+;1.15(4) ms"
"206HG",206,80,2102.4,"5","2.09(2) μs","1034.2(2)","E3",TRUE,"2102.4;5;2.09(2) μs"
"206HG",206,80,3723.4,"(10+)","107(6) ns","100(1)
1257(1)",NA,TRUE,"3723.4;(10+);107(6) ns"
"206TL",206,81,1405.47,"(5)+","78(2) ns","453.28(5)
604.3(2)
1139.9(3)",NA,TRUE,"1405.47;(5)+;78(2) ns"
"206TL",206,81,1621.7,"(7)+","10.1(6) ns","216.26(8)",NA,TRUE,"1621.7;(7)+;10.1(6) ns"
"206TL",206,81,2643.1,"(12)","3.74(3) min","316.8(2)
564.2(1)
1021.5(2)","M4",TRUE,"2643.1;(12);3.74(3) min"
"206PB",206,82,2200.16,"7","125(2) μs","202.44(3)
516.18(4)","E3",TRUE,"2200.16;7;125(2) μs"
"206PB",206,82,4027.3,"12+","202(3) ns","69.7(5)
1369.0(3)","E2
E3",TRUE,"4027.3;12+;202(3) ns"
"206BI",206,83,59.897,"4+","7.7(2) μs","59.908(18)","E2",TRUE,"59.897;4+;7.7(2) μs"
"206BI",206,83,1044.8,"10","0.89(1) ms","229.0(5)
903.6(5)","M2
E3",TRUE,"1044.8;10;0.89(1) ms"
"206BI",206,83,3147.1,"15+","15.6(3) ns","543.5(5)","E1",TRUE,"3147.1;15+;15.6(3) ns"
"206BI",206,83,9233.3,"(28)","155(15) ns","713.2(1)","M2(+E3)",TRUE,"9233.3;(28);155(15) ns"
"206BI",206,83,10170.5,"(31+)","> 2 μs","937.2(1)",NA,TRUE,"10170.5;(31+);> 2 μs"
"206PO",206,84,1585.9,"8+","232(4) ns","12.50(10)?",NA,TRUE,"1585.9;8+;232(4) ns"
"206PO",206,84,2262.09,"9","1.05(6) μs","61.766(19)
676.4(2)","E1
(E1)",TRUE,"2262.09;9;1.05(6) μs"
"206RN",206,86,1924.7,"(8)+","19(3) ns #","161.3","E2",TRUE,"1924.7;(8)+;19(3) ns #"
"206RN",206,86,2475.55,"10","65(5) ns","205.7(2)
551.2(2)","M1",TRUE,"2475.55;10;65(5) ns"
"206RN",206,86,4129.8,"(15)","11(2) ns","242(1)
768(1)","E2",TRUE,"4129.8;(15);11(2) ns"
"206FR",206,87,730,"10()","0.7(1) s","531",NA,TRUE,"730;10();0.7(1) s"
"206AC",206,89,240,"(10)","33(+22−9) ms",NA,NA,TRUE,"240;(10);33(+22−9) ms"
"207TL",207,81,1348.18,"11/2","1.33(11) s
1.47(32) s @","997.1(3)
1348.1(3)",NA,TRUE,"1348.18;11/2;1.33(11) s
1.47(32) s @"
"207PB",207,82,1633.356,"13/2+","0.806(5) s","1063.656(3)","M4+E5",TRUE,"1633.356;13/2+;0.806(5) s"
"207BI",207,83,2101.61,"21/2+","182(6) μs","456.1(1)
743.30(15)","E3
E3",TRUE,"2101.61;21/2+;182(6) μs"
"207BI",207,83,3887.4,"29/2","12.7(9) ns","386.8(5)","E1+M2",TRUE,"3887.4;29/2;12.7(9) ns"
"207PO",207,84,68.557,"1/2","205(10) ns","68.55(2)","E2",TRUE,"68.557;1/2;205(10) ns"
"207PO",207,84,1115.076,"13/2+","49(4) μs","300.648(13)","M2",TRUE,"1115.076;13/2+;49(4) μs"
"207PO",207,84,1383.16,"19/2","2.79(8) s","109.1
268.08(6)","M3
E3",TRUE,"1383.16;19/2;2.79(8) s"
"207PO",207,84,2379.7,"25/2+","43.0(3) ns","66.2(2)","E2",TRUE,"2379.7;25/2+;43.0(3) ns"
"207AT",207,85,2117.3,"25/2+","108(2) ns","219.6(3)","E1",TRUE,"2117.3;25/2+;108(2) ns"
"207RN",207,86,899.1,"13/2+","184.5(9) μs","234(1)","M2",TRUE,"899.1;13/2+;184.5(9) μs"
"207RA",207,88,554,"(13/2+)","59(4) ms",NA,NA,TRUE,"554;(13/2+);59(4) ms"
"208PB",208,82,4895.23,"10+","0.50(5) μs","34.4
284.49(5)
857.71(10)",NA,TRUE,"4895.23;10+;0.50(5) μs"
"208BI",208,83,1571.1,"10","2.58(4) ms","920.5(3)","E3(+M4)",TRUE,"1571.1;10;2.58(4) ms"
"208PO",208,84,1528.22,"8+","350(20) ns","4.02(3)","E2",TRUE,"1528.22;8+;350(20) ns"
"208AT",208,85,1090.5,"10","47.8(10) ns","186.5
1018.5","E1",TRUE,"1090.5;10;47.8(10) ns"
"208AT",208,85,2276.4,"16","1.5(2) μs","472.2
750.9","E3
E3",TRUE,"2276.4;16;1.5(2) μs"
"208RN",208,86,2618.1,"10","11.8(7) ns","153.0(1)
298.7(1)
789.7(1)","M1
M2",TRUE,"2618.1;10;11.8(7) ns"
"208RN",208,86,4066.4,"16","18.3(4) ns","141.2(2)","M1",TRUE,"4066.4;16;18.3(4) ns"
"208FR",208,87,826.3,"(9, 10)","432(11) ns *","194.1","E1",TRUE,"826.3;(9, 10);432(11) ns *"
"208FR",208,87,1209,"11","33(7) ns","382.9(18)","E2",TRUE,"1209;11;33(7) ns"
"208RA",208,88,2147.4,"(8+)","270(21) ns","130.2(2)
392.1(2)",NA,TRUE,"2147.4;(8+);270(21) ns"
"208AC",208,89,506,"(10)","25(+9−5) ms",NA,NA,TRUE,"506;(10);25(+9−5) ms"
"209BI",209,83,2442.86,"1/2+","10(2) ns","1546.51(5)","E3",TRUE,"2442.86;1/2+;10(2) ns"
"209BI",209,83,2986.79,"19/2+","18(1) ns","245.73(2)
386?",NA,TRUE,"2986.79;19/2+;18(1) ns"
"209PO",209,84,1417.59,"(13/2)","24.7(8) ns","90.8(1)","E2",TRUE,"1417.59;(13/2);24.7(8) ns"
"209PO",209,84,1472.5,"(17/2)","93(5) ns","54.9",NA,TRUE,"1472.5;(17/2);93(5) ns"
